Model,Fold,Site,N,ACC,F1,Sens,Spec,TN,FP,FN,TP
TS_Riemann_LogReg_neuroHarmonize,4,TRINITY,9,0.5555555555555556,0.6,0.75,0.4,2,3,1,3
TS_Riemann_LogReg_neuroHarmonize,4,UCLA,19,0.7368421052631579,0.7619047619047619,0.7272727272727273,0.75,6,2,3,8
TS_Riemann_LogReg_neuroHarmonize,4,UM,28,0.75,0.7407407407407407,0.7692307692307693,0.7333333333333333,11,4,3,10
TS_Riemann_LogReg_neuroHarmonize,4,USM,14,0.7857142857142857,0.8235294117647058,0.7777777777777778,0.8,4,1,2,7
TS_Riemann_LogReg_neuroHarmonize,4,YALE,11,0.7272727272727273,0.7692307692307693,0.8333333333333334,0.6,3,2,1,5
TS_Riemann_LogReg_neuroHarmonize,5,CALTECH,8,0.75,0.75,0.75,0.75,3,1,1,3
TS_Riemann_LogReg_neuroHarmonize,5,CMU,5,0.4,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
TS_Riemann_LogReg_neuroHarmonize,5,KKI,10,0.5,0.5454545454545454,0.75,0.3333333333333333,2,4,1,3
TS_Riemann_LogReg_neuroHarmonize,5,LEUVEN,12,0.6666666666666666,0.5,0.4,0.8571428571428571,6,1,3,2
TS_Riemann_LogReg_neuroHarmonize,5,MAX_MUN,11,0.45454545454545453,0.4,0.4,0.5,3,3,3,2
TS_Riemann_LogReg_neuroHarmonize,5,NYU,35,0.5714285714285714,0.5945945945945946,0.7333333333333333,0.45,9,11,4,11
TS_Riemann_LogReg_neuroHarmonize,5,OHSU,5,0.4,0.4,0.5,0.3333333333333333,1,2,1,1
TS_Riemann_LogReg_neuroHarmonize,5,OLIN,7,0.5714285714285714,0.4,0.25,1.0,3,0,3,1
TS_Riemann_LogReg_neuroHarmonize,5,PITT,11,0.7272727272727273,0.6666666666666666,0.5,1.0,5,0,3,3
TS_Riemann_LogReg_neuroHarmonize,5,SBL,6,0.5,0.0,0.0,1.0,3,0,3,0
TS_Riemann_LogReg_neuroHarmonize,5,SDSU,8,0.625,0.4,0.3333333333333333,0.8,4,1,2,1
TS_Riemann_LogReg_neuroHarmonize,5,STANFORD,7,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,3,1,1,2
TS_Riemann_LogReg_neuroHarmonize,5,TRINITY,9,0.7777777777777778,0.6666666666666666,0.5,1.0,5,0,2,2
TS_Riemann_LogReg_neuroHarmonize,5,UCLA,20,0.6,0.6363636363636364,0.6363636363636364,0.5555555555555556,5,4,4,7
TS_Riemann_LogReg_neuroHarmonize,5,UM,29,0.5862068965517241,0.6,0.6428571428571429,0.5333333333333333,8,7,5,9
TS_Riemann_LogReg_neuroHarmonize,5,USM,14,0.7857142857142857,0.8,0.6666666666666666,1.0,5,0,3,6
TS_Riemann_LogReg_neuroHarmonize,5,YALE,10,0.9,0.9090909090909091,1.0,0.8,4,1,0,5
