Model,Fold,Site,N,ACC,F1,Sens,Spec,TN,FP,FN,TP
TS_Riemann_RBFSVM_neuroHarmonize,4,OHSU,6,0.3333333333333333,0.5,0.6666666666666666,0.0,0,3,1,2
TS_Riemann_RBFSVM_neuroHarmonize,4,OLIN,6,0.5,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
TS_Riemann_RBFSVM_neuroHarmonize,4,PITT,11,0.6363636363636364,0.6,0.6,0.6666666666666666,4,2,2,3
TS_Riemann_RBFSVM_neuroHarmonize,4,SBL,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
TS_Riemann_RBFSVM_neuroHarmonize,4,SDSU,8,0.75,0.6666666666666666,0.6666666666666666,0.8,4,1,1,2
TS_Riemann_RBFSVM_neuroHarmonize,4,STANFORD,8,0.625,0.6666666666666666,0.75,0.5,2,2,1,3
TS_Riemann_RBFSVM_neuroHarmonize,4,TRINITY,9,0.5555555555555556,0.6,0.75,0.4,2,3,1,3
TS_Riemann_RBFSVM_neuroHarmonize,4,UCLA,19,0.7894736842105263,0.8,0.7272727272727273,0.875,7,1,3,8
TS_Riemann_RBFSVM_neuroHarmonize,4,UM,28,0.7857142857142857,0.7857142857142857,0.8461538461538461,0.7333333333333333,11,4,2,11
TS_Riemann_RBFSVM_neuroHarmonize,4,USM,14,0.7857142857142857,0.8421052631578947,0.8888888888888888,0.6,3,2,1,8
TS_Riemann_RBFSVM_neuroHarmonize,4,YALE,11,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.8,4,1,2,4
TS_Riemann_RBFSVM_neuroHarmonize,5,CALTECH,8,0.75,0.75,0.75,0.75,3,1,1,3
TS_Riemann_RBFSVM_neuroHarmonize,5,CMU,5,0.4,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
TS_Riemann_RBFSVM_neuroHarmonize,5,KKI,10,0.5,0.5454545454545454,0.75,0.3333333333333333,2,4,1,3
TS_Riemann_RBFSVM_neuroHarmonize,5,LEUVEN,12,0.6666666666666666,0.3333333333333333,0.2,1.0,7,0,4,1
TS_Riemann_RBFSVM_neuroHarmonize,5,MAX_MUN,11,0.36363636363636365,0.2222222222222222,0.2,0.5,3,3,4,1
TS_Riemann_RBFSVM_neuroHarmonize,5,NYU,35,0.6571428571428571,0.6470588235294118,0.7333333333333333,0.6,12,8,4,11
TS_Riemann_RBFSVM_neuroHarmonize,5,OHSU,5,0.4,0.4,0.5,0.3333333333333333,1,2,1,1
TS_Riemann_RBFSVM_neuroHarmonize,5,OLIN,7,0.7142857142857143,0.6666666666666666,0.5,1.0,3,0,2,2
TS_Riemann_RBFSVM_neuroHarmonize,5,PITT,11,0.6363636363636364,0.5,0.3333333333333333,1.0,5,0,4,2
TS_Riemann_RBFSVM_neuroHarmonize,5,SBL,6,0.5,0.0,0.0,1.0,3,0,3,0
TS_Riemann_RBFSVM_neuroHarmonize,5,SDSU,8,0.625,0.4,0.3333333333333333,0.8,4,1,2,1
TS_Riemann_RBFSVM_neuroHarmonize,5,STANFORD,7,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,3,1,1,2
TS_Riemann_RBFSVM_neuroHarmonize,5,TRINITY,9,0.7777777777777778,0.6666666666666666,0.5,1.0,5,0,2,2
TS_Riemann_RBFSVM_neuroHarmonize,5,UCLA,20,0.6,0.6363636363636364,0.6363636363636364,0.5555555555555556,5,4,4,7
TS_Riemann_RBFSVM_neuroHarmonize,5,UM,29,0.5862068965517241,0.6,0.6428571428571429,0.5333333333333333,8,7,5,9
TS_Riemann_RBFSVM_neuroHarmonize,5,USM,14,0.7142857142857143,0.75,0.6666666666666666,0.8,4,1,3,6
TS_Riemann_RBFSVM_neuroHarmonize,5,YALE,10,0.8,0.8,0.8,0.8,4,1,1,4
